,image domain,model,accuracy corr,accuracy corr std,human accuracy ceiling,model accuracy ceiling,dprime corr,dprime corr std,human dprime ceiling,model dprime ceiling,accnorm corr,accnorm corr std,dpnorm corr,dpnorm corr std
0,edges,alexnet,0.1479157550098148,0.0635523056837011,0.5956143677537183,1,0.0911738242439354,0.0576262065499228,0.5510900158543656,1,0.1916601624366943,0.08234717951280025,0.12281711740188588,0.07762627743168254
1,edges,resnet18,0.0767126586881512,0.0478979011081291,0.5956143677537183,1,0.0779154103049939,0.0535902808182017,0.5510900158543656,1,0.09939955770192405,0.06206316227876879,0.10495716478056,0.07218962092935256
2,edges,resnet34,0.0791193230091435,0.0596798318869879,0.5956143677537183,1,0.0697988511282344,0.0560628371964967,0.5510900158543656,1,0.10251796570830154,0.07732946549808528,0.09402362755561758,0.0755203164388813
3,edges,resnet50,0.0278466854413691,0.0250495755159746,0.5956143677537183,1,0.0498520578358171,0.0380165613005797,0.5510900158543656,1,0.03608202692581459,0.03245770345453306,0.06715398954381817,0.05121079993285311
4,edges,resnet101,-0.0153417396720994,0.0531280294003933,0.5956143677537183,1,-0.033317647227459,0.0520075517544044,0.5510900158543656,1,-0.019878885230453922,0.06884004171256267,-0.04488105467794541,0.07005758113771576
5,edges,vgg11,0.0127644511272224,0.0483055048087617,0.5956143677537183,1,-0.0023184296968008,0.0530337211992252,0.5510900158543656,1,0.016539392820571142,0.06259131015231922,-0.003123076767057325,0.07143989864193263
6,edges,vgg13,0.0261112547312554,0.0608366403961917,0.5956143677537183,1,0.0204282935560538,0.0579839007941466,0.5510900158543656,1,0.033833362260066516,0.07882838700761237,0.027518250427681665,0.07810811502433716
7,edges,vgg16,0.0040362221782448,0.0697523811398487,0.5956143677537183,1,0.0294411830617671,0.0559487337459034,0.5510900158543656,1,0.005229889123451765,0.09038085698661744,0.039659203357239686,0.07536661161182498
8,edges,vgg19,0.0312455944250983,0.0383865412971633,0.5956143677537183,1,0.0368234439648901,0.0460790658870283,0.5510900158543656,1,0.04048612470353848,0.049738925646622384,0.04960359267674899,0.06207152208154555
9,edges,densenet121,0.0244424493847889,0.0456756038382397,0.5956143677537183,1,-0.0246118106288762,0.0497290824525332,0.5510900158543656,1,0.0316710266538441,0.05918364578844385,-0.03315372214060369,0.0669883336419015
10,edges,densenet169,0.0342658100224711,0.048702041023999,0.5956143677537183,1,0.0159891459233979,0.0502772335063831,0.5510900158543656,1,0.04439953481964072,0.06310511745715548,0.02153842759491869,0.06772672904094203
11,silhouette,alexnet,0.1940486971616637,0.0806968119584396,0.7179606087145742,1,0.150839114003242,0.077378491063637,0.4129089699833499,1,0.22901315122558843,0.09523707951032839,0.23473984529180042,0.12041846798968017
12,silhouette,resnet18,0.2130528755047941,0.0679938256425714,0.7179606087145742,1,0.207760760119594,0.0765587842352793,0.4129089699833499,1,0.2514415768345865,0.0802452193807607,0.3233228265125725,0.11914281839875786
13,silhouette,resnet34,0.3380837050027269,0.0709884041343867,0.7179606087145742,1,0.2985356706503542,0.0639420479411356,0.4129089699833499,1,0.39900095075718417,0.08377937275068333,0.46458915915564075,0.09950831745816574
14,silhouette,resnet50,0.2311260042795427,0.0662073605614419,0.7179606087145742,1,0.2030929412473001,0.0702868120527608,0.4129089699833499,1,0.27277119271839123,0.07813686202630188,0.31605864250318577,0.10938220829753952
15,silhouette,resnet101,0.250390597539358,0.0703774705026252,0.7179606087145742,1,0.1799923192855956,0.0773363225306824,0.4129089699833499,1,0.2955069558234328,0.08305835870500368,0.2801088395540758,0.12035284419596222
16,silhouette,vgg11,0.144911091712463,0.0556658964049376,0.7179606087145742,1,0.1268392870761268,0.070152715183132,0.4129089699833499,1,0.1710217396253034,0.06569599558234217,0.19739067563425444,0.1091735231787042
17,silhouette,vgg13,0.2681910135604861,0.0593744102229842,0.7179606087145742,1,0.2002544969037578,0.0665762390499873,0.4129089699833499,1,0.3165147205018465,0.07007272394103316,0.31164137984240015,0.10360771579689898
18,silhouette,vgg16,0.2203074951097539,0.0685013679959496,0.7179606087145742,1,0.2131537638569637,0.0625663205694186,0.4129089699833499,1,0.26000336220586706,0.08084421270268315,0.3317155625169822,0.09736737389366296
19,silhouette,vgg19,0.2311283525789521,0.070494649086311,0.7179606087145742,1,0.2035270780781627,0.0702703760217336,0.4129089699833499,1,0.2727739641435831,0.08319665098471779,0.3167342577982343,0.1093566301084469
20,silhouette,densenet121,0.3301206172943112,0.0692024023348622,0.7179606087145742,1,0.2966144195107965,0.0657027698316522,0.4129089699833499,1,0.3896030427255176,0.08167156215372312,0.4615992569790953,0.10224839974327429
21,silhouette,densenet169,0.2777411539759122,0.0727329600224187,0.7179606087145742,1,0.2110717095175356,0.0630625326116879,0.4129089699833499,1,0.32778564261147286,0.08583826954953436,0.3284754141194255,0.09813959228545037
22,cue-conflict,alexnet,0.2185258767723364,0.0219925972080371,0.6733969343574184,1,0.2330830514088964,0.0232083230199689,0.5373271842371,1,0.26629763160284187,0.026800380054747584,0.31797376458064164,0.03166098004833915
23,cue-conflict,resnet18,0.2242641851073585,0.0197231258906379,0.6733969343574184,1,0.2584501647748061,0.0220644520883411,0.5373271842371,1,0.27329038661013666,0.02403478155565718,0.35257978370020404,0.03010050216663344
24,cue-conflict,resnet34,0.2271079583300034,0.0192593773064735,0.6733969343574184,1,0.2422990654226735,0.0220107149387592,0.5373271842371,1,0.2767558346622906,0.02346965329054645,0.3305463246731718,0.030027193517003597
25,cue-conflict,resnet50,0.1925642673681398,0.0187349860075113,0.6733969343574184,1,0.2339161997098034,0.0219569722354936,0.5373271842371,1,0.23466057699379791,0.022830625258675172,0.31911035216215833,0.02995387729099399
26,cue-conflict,resnet101,0.2517601964332493,0.019480360883247,0.6733969343574184,1,0.2884197960793759,0.0208623120085445,0.5373271842371,1,0.30679727743129986,0.023738945897843554,0.3934645946352139,0.028460533046546624
27,cue-conflict,vgg11,0.1983904341988899,0.0201438159347622,0.6733969343574184,1,0.2335294770082255,0.0238299298582241,0.5373271842371,1,0.24176039716735181,0.024547438290154162,0.3185827819569193,0.03250898107309976
28,cue-conflict,vgg13,0.2113596985920535,0.0196741904765263,0.6733969343574184,1,0.2404657006136314,0.0227673755077053,0.5373271842371,1,0.25756486134588313,0.023975148412562642,0.32804523372444344,0.03105943592228875
29,cue-conflict,vgg16,0.1809327204469542,0.0214659451630518,0.6733969343574184,1,0.2034865772132405,0.0224233349193091,0.5373271842371,1,0.22048626755850834,0.026158597057100632,0.2775980175607649,0.03059009299752599
30,cue-conflict,vgg19,0.195180080946736,0.0201320280299024,0.6733969343574184,1,0.2025207846429479,0.0217552655748438,0.5373271842371,1,0.23784823133928504,0.024533073441505165,0.2762804756051243,0.02967870744985745
31,cue-conflict,densenet121,0.268881042797243,0.0191142203710518,0.6733969343574184,1,0.3010890776310109,0.0205036951275395,0.5373271842371,1,0.32766089736093196,0.023292763721748173,0.41074812994657495,0.027971305026722546
32,cue-conflict,densenet169,0.2423766521222355,0.0197561266576222,0.6733969343574184,1,0.2758303403211592,0.0218198703568066,0.5373271842371,1,0.2953624045321667,0.024074996592058345,0.376289958310246,0.029766841810577586
